name,author_id,snippet,link,source
Soongjin Kim - Google 학술 검색,uEKnzT4AAAAJ,"공동 저자. Seungyong LeePOSTECHpostech.ac.kr의 이메일 확인 ... Deep Cost Ray Fusion for Sparse Depth Video Completion. J Kim, S Kim, J Park ...",https://scholar.google.com/citations?user=uEKnzT4AAAAJ&hl=ko,Google Scholar
Min Woo Kim - Google 학술 검색,nt69iNsAAAAJ,"Pohang Accelerator Laboratory (PAL), POSTECH - ‪‪인용 횟수 67번‬‬ ... Deep 3D reconstruction of synchrotron X-ray computed tomography for intact lungs.",https://scholar.google.com/citations?user=nt69iNsAAAAJ&hl=ko,Google Scholar
Dongil Shin,klsjaRwAAAAJ,"POSTECH, Mechanical Engineering - ‪‪Cited by 362‬‬ - ‪Solid Mechanics‬ ... A deep material network approach for predicting the thermomechanical response of ...",https://scholar.google.com/citations?user=klsjaRwAAAAJ&hl=en,Google Scholar
Dongwon Kim - Google 학술 검색,abXotYsAAAAJ,"... POSTECHpostech.ac.kr의 이메일 확인됨. Namyup KimSamsung Research ... Proxy anchor loss for deep metric learning. S Kim, D Kim, M Cho, S Kwak.",https://scholar.google.com/citations?user=abXotYsAAAAJ&hl=ko,Google Scholar
Jongho Yoon,0kvQOOoAAAAJ,POSTECH - ‪‪Cited by 64‬‬ - ‪AI-EDA‬ - ‪Deep Learning‬ - ‪FPGA‬,https://scholar.google.com/citations?user=0kvQOOoAAAAJ&hl=en,Google Scholar
Keonhyeok Park - Google 학술 검색,FhCkuagAAAAJ,postech.ac.kr의 이메일 확인됨 - 홈페이지 · Industrial AIAcousticsNon ... Deep learning predicts the differentiation of kidney organoids derived from human induced ...,https://scholar.google.com/citations?user=FhCkuagAAAAJ&hl=ko,Google Scholar
Taesun Yeom - Google 학술 검색,JobmaFQAAAAJ,POSTECH - ‪‪인용 횟수 103번‬‬ - ‪Deep Learning‬,https://scholar.google.com/citations?user=JobmaFQAAAAJ&hl=ko,Google Scholar
Keehoon Kim,P8CKlYQAAAAJ,POSTECH - ‪‪Cited by 2453‬‬ - ‪Robotics‬ - ‪Haptics‬ - ‪Rehabilitation‬ - ‪Teleoperation‬,https://scholar.google.com/citations?user=P8CKlYQAAAAJ&hl=en,Google Scholar
Hyunwoo Ha - Google 학술 검색,AkYhaiQAAAAJ,"Kim Sung-BinPOSTECH Ph.D studentpostech.ac.kr의 이메일 확인됨 ... Image generating apparatus, deep learning training method, and storage ...",https://scholar.google.com/citations?user=AkYhaiQAAAAJ&hl=ko,Google Scholar
Su-Beom Song - Google 학술 검색,XhJKvfoAAAAJ,POSTECH - ‪‪인용 횟수 267번‬‬ - ‪Solid state physics‬ ... Deep-ultraviolet electroluminescence and photocurrent generation in graphene/hBN/graphene ...,https://scholar.google.com/citations?user=XhJKvfoAAAAJ&hl=ko,Google Scholar
Hyeok Kyu Kwon - Google 학술 검색,C_08jtsAAAAJ,Ph.D. Students in POSTECH - ‪‪인용 횟수 20번‬‬ - ‪Nonparametric Statistics‬ - ‪Deep Learning Theory‬ - ‪Deep Generative Models‬,https://scholar.google.com/citations?user=C_08jtsAAAAJ&hl=ko,Google Scholar
Gil-Ho Lee - Google 학술 검색,GnvrTfQAAAAJ,... POSTECHpostech.ac.kr의 이메일 확인됨. Thomas A OhkiUniversity ... Deep-ultraviolet electroluminescence and photocurrent generation in graphene/hBN/graphene ...,https://scholar.google.com/citations?user=GnvrTfQAAAAJ&hl=ko,Google Scholar
Seokwoo Kim - Google 학술 검색,fCePMXEAAAAJ,"공동 저자. Junsuk RhoPohang University of Science and Technology (POSTECH)postech.ac.kr의 이메일 확인됨 ... deep-ultraviolet region. J Kim, W Kim ...",https://scholar.google.com/citations?user=fCePMXEAAAAJ&hl=ko,Google Scholar
J.H. Kim - Google 학술 검색,-IbgxQ0AAAAJ,"Pohang Accelerator Laboratory, POSTECH - ‪‪‬‬ ... Microfabrication of millimeter wave vacuum electron devices by two-step deep-etch x-ray lithography.",https://scholar.google.com/citations?user=-IbgxQ0AAAAJ&hl=ko,Google Scholar
Changhyun Kim - Google 학술 검색,sHkr4OsAAAAJ,... (POSTECH)postech.ac.kr의 이메일 확인됨. Yong Wook LeePukyong ... Freeform metasurface color router for deep submicron pixel image sensors. C ...,https://scholar.google.com/citations?user=sHkr4OsAAAAJ&hl=ko,Google Scholar
