name,author_id,snippet,link,source
Seungwoo Jeong,czYKGBwAAAAJ,"... Deep learning - ‪Machine learning‬ ... Co-authors. Heung-Il SukProfessor, Department of Artificial Intelligence, Korea UniversityVerified email at korea.ac.kr.",https://scholar.google.com/citations?user=czYKGBwAAAAJ&hl=en,Google Scholar
Jeongho Kwak,GqvSKdUAAAAJ,"Department of Computer Science and Engineering, Korea University - ‪‪Cited by 1582‬‬ - ‪On-device/Cloud-based LLMs‬ - ‪6G Multi-Resource Management‬ - ‪LEO‬ ...",https://scholar.google.com/citations?user=GqvSKdUAAAAJ&hl=en,Google Scholar
Yongjang Cho - Google 학술 검색,Hb_VBNAAAAAJ,korea.ac.kr의 이메일 확인됨. 머신러닝딥러닝빅데이터. 학술자료인용. 제목. 정렬 ... A robust prediction model for species distribution using bagging ensembles with ...,https://scholar.google.com/citations?user=Hb_VBNAAAAAJ&hl=ko,Google Scholar
Heon Lee,9Ms5P8gAAAAJ,Verified email at korea.ac.kr - Homepage · nanotechnology. ArticlesCited by ... 2021. One-step printable platform for high-efficiency metasurfaces down to the ...,https://scholar.google.com/citations?user=9Ms5P8gAAAAJ&hl=en,Google Scholar
Jaeung Lee - Google 학술 검색,y011YnAAAAAJ,korea.ac.kr의 이메일 확인됨. Deep learningMedical AIComputational pathology. 학술자료인용. 제목. 정렬. 서지정보순 정렬연도순 정렬제목순 정렬. 인용. 인용. 연도 ...,https://scholar.google.com/citations?user=y011YnAAAAAJ&hl=ko,Google Scholar
Hojin Jang - Google 학술 검색,nVNpKUkAAAAJ,Korea University. korea.ac.kr의 이메일 확인됨 - 홈페이지 · Vision ScienceComputational Cognitive NeuroscienceDeep Learning. 학술자료인용공개 액세스. 제목. 정렬.,https://scholar.google.com/citations?user=nVNpKUkAAAAJ&hl=ko,Google Scholar
Heejeong Choi - Google 학술 검색,ESYN5z4AAAAJ,Korea University. korea.ac.kr의 이메일 확인됨. Anomaly DetectionTime-Series Analysis. 학술자료인용. 제목. 정렬. 서지정보순 정렬연도순 정렬제목순 정렬. 인용.,https://scholar.google.com/citations?user=ESYN5z4AAAAJ&hl=ko,Google Scholar
Jongsun Park,KyE7WAEAAAAJ,"Professor of Electrical Engineering, Korea University. Verified email at korea.ac.kr - Homepage · VLSIDigital Signal ProcessingDeep Learning Accelerator ...",https://scholar.google.com/citations?user=KyE7WAEAAAAJ&hl=en,Google Scholar
Wonsuk Kim - Google 학술 검색,cDN6v8AAAAAJ,korea.ac.kr의 이메일 확인됨 - 홈페이지 · Artificial IntelligenceComputer ... A Multi-Stage Deep Learning Approach Incorporating Text-Image and Image-Image ...,https://scholar.google.com/citations?user=cDN6v8AAAAAJ&hl=ko,Google Scholar
Sangheon Pack - Google 학술 검색,UCKmmOwAAAAJ,"... Korea University, Seoulkorea.ac.kr의 이메일 확인됨. Y. Kimkorea.ac.kr ... Diabetic retinopathy detection using VGG-NIN a deep learning architecture.",https://scholar.google.com/citations?user=UCKmmOwAAAAJ&hl=ko,Google Scholar
Kang-Min Kim - Google 학술 검색,PQsJWfsAAAAJ,"Assistant Professor, The Catholic University of Korea - ‪‪인용 횟수 249번‬‬ - ‪Artificial Intelligence‬ - ‪Deep Learning‬ - ‪Natural Language Processing‬",https://scholar.google.com/citations?user=PQsJWfsAAAAJ&hl=ko,Google Scholar
Wonsuk Kim - Google 학술 검색,cDN6v8AAAAAJ,korea.ac.kr의 이메일 확인됨 - 홈페이지 · Artificial IntelligenceComputer ... A Multi-Stage Deep Learning Approach Incorporating Text-Image and Image-Image ...,https://scholar.google.com/citations?user=cDN6v8AAAAAJ&hl=ko,Google Scholar
Yeonju Jang - Google 학술 검색,jcUB5RUAAAAJ,korea.ac.kr의 이메일 확인됨. AI for Education. 학술자료인용. 제목. 정렬. 서지 ... A deep learning approach to imputation of dynamic pupil size data and prediction ...,https://scholar.google.com/citations?user=jcUB5RUAAAAJ&hl=ko,Google Scholar
Jongsun Park,KyE7WAEAAAAJ,"Professor of Electrical Engineering, Korea University. Verified email at korea.ac.kr - Homepage · VLSIDigital Signal ProcessingDeep Learning Accelerator ...",https://scholar.google.com/citations?user=KyE7WAEAAAAJ&hl=en,Google Scholar
Jaewoo Kang (강재우) - Google 학술 검색,RaBZafQAAAAJ,"Dept of Computer Science and Engineering, Korea University - ‪‪인용 횟수 23836번‬‬ - ‪Bioinformatics‬ - ‪Machine Learning‬ - ‪Drug Discovery‬",https://scholar.google.com/citations?user=RaBZafQAAAAJ&hl=ko,Google Scholar
